scode,name,IndustryName,IndustryCode,Listed date,Listed year,year,business,DYNA,MUNI,liva,收入熵系数,差异化战略词频占比1,差异化战略词频占比2,成本领先战略占比1,成本领先战略占比2,组织规模,ESG综合评级,ESG综合得分,数字化转型词频占比1,数字化转型词频占比2,成本黏性
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2015,3,0.0038,0.1556,,0.462483742771798,0.00144188110026619,0.00253164556962025,0.00528689736764271,0.00928270042194093,10.3009964336774,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2016,3,0.0035,0.1588,,,0.0025543177201945,0.0044525508288182,0.00683203052871299,0.011909232337321,12.920376552817,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2017,3,0.0033,0.1619,,,0.00236431740297001,0.00417526740476637,0.0066944717477353,0.0118221054606868,13.6776996705929,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2018,3,0.0031,0.1649,,,0.00305068293697566,0.00539237713958904,0.00637870068640366,0.0112749703827771,13.9103605359602,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2019,3,0.0029,0.1678,,,0.00294916896631628,0.00524599992505714,0.00600366539571528,0.0106793569902949,14.0076343859902,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2020,3,0.0027,0.1706,,,0.00326305220883534,0.00574135785120649,0.00606973347937203,0.0106797285903561,13.7957066443037,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2021,3,0.0026,0.1734,,,0.00424038916871152,0.0074221987792932,0.00669421843385423,0.01171727827594,13.6804500776442,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2022,3,0.0024,0.1761,,,0.00372633430542054,0.00665564282761472,0.0063185668657131,0.0112856552294336,13.5233303857316,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2023,3,0.0023,0.1788,,0.195125832819385,0.00287226343405102,0.00509958239640218,0.00533743441288221,0.00947638933504658,11.7871077467309,,,,,
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997,2024,3,0.0022,0.1814,,,,,,,11.7413326668182,,,,,
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2014,1,0.0041,0.1523,,0.64328102226444,0.00231117065818121,0.0039482719157702,0.00599564562049908,0.0102426184481575,,B,71.36,,,0.0159234428115581
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2015,1,0.0038,0.1556,0.3694748114744361,0.346001319445353,0.00260331923202083,0.00447288314592781,0.00639982644538453,0.0109958377337392,14.1115338005269,B,70.05,0.000659719512800687,0.0011823937752689,-0.097591509
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2016,1,0.0035,0.1588,-0.239669203,0.356259765714983,0.00253881456888976,0.00438448566610455,0.00647723204114182,0.011186059584036,14.1285388665273,CCC,66.26,0.000509100965406275,0.000926275343922605,0.0185576600163743
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2017,1,0.0033,0.1619,-0.800532805,0.309741174258262,0.00268408627882159,0.00464465584778959,0.00704976878051935,0.0121992165640739,14.1191435372539,CCC,67.67,0.000637337346198106,0.00121655871585469,0.0643266336607927
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2018,1,0.0031,0.1649,-0.290356317,0.389913674458601,0.00425881422443951,0.00731720064809491,0.00593191981261217,0.0101918151884179,14.2581497098029,CCC,68.89,0.000808022922636103,0.00150542915407694,-0.118815336
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2019,1,0.0029,0.1678,-0.07099084,0.302643729635688,0.00332699619771863,0.00575334169658693,0.00655393235941565,0.0113336505601938,14.4212703000794,CCC,69.96,0.000510336773199468,0.000922182024544229,0.0593654646840763
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2020,1,0.0027,0.1706,-0.10321673,0.266340010124672,0.00463033247305298,0.00800454903333042,0.00746419715601437,0.012903508004549,14.4939955136125,B,70.53,0.000609375464463006,0.00110122298422476,-0.105971008
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2021,1,0.0026,0.1734,0.5335770014667683,0.262595052375024,0.00392405658160628,0.00674774738373268,0.00768363174961229,0.01321265505677,14.7028979130357,B,72.47,0.000910608590074366,0.00164477783038852,-0.076255345
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2022,1,0.0024,0.1761,-0.289681175,0.271940007719512,0.00496457319130477,0.00856691341595276,0.00739866004723575,0.0127671962072694,14.7966241121532,B,72.6,0.00106911776957041,0.0019569140059131,0.0687132692478674
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2023,1,0.0023,0.1788,-0.120000457,0.234524586166619,0.00490185765678581,0.00841094505811855,0.00658489891233459,0.0112988231896614,14.9140635238248,BB,76.14,0.00103309173198649,0.00188656644906271,0.0498366267428941
928,中钢国际,土木工程建筑业,E48,1999/3/12,1999,2024,1,0.0022,0.1814,-0.019558747,,,,,,14.8261621092187,BB,78.7,0.00125179946172623,0.00224874311322422,
1267,汇绿生态,土木工程建筑业,E48,2021/11/17,2021,2021,3,0.0026,0.1734,0.0975269545136318,0.385239140401162,0.00299264663968534,0.00526500526500526,0.00641281422789717,0.011282154139297,12.3959943720813,,,0.00011369593916004,0.000184229918938836,
1267,汇绿生态,土木工程建筑业,E48,2021/11/17,2021,2022,3,0.0024,0.1761,0.0872800040018248,0.455411454075085,0.0032189726800011,0.00561824729891957,0.0066305334690621,0.0115726290516206,12.4630944943206,B,71.44,0.000146226443833814,0.000235029133819713,-0.238511293
1267,汇绿生态,土木工程建筑业,E48,2021/11/17,2021,2023,3,0.0023,0.1788,-0.262649962,0.469161238526108,0.00289410542459248,0.0050743808821616,0.00598609839958444,0.0104957279784881,12.4256068907325,BB,75.12,0.000127487330946487,0.000211301086439753,-0.436711629
1267,汇绿生态,土木工程建筑业,E48,2021/11/17,2021,2024,3,0.0022,0.1814,0.0901087820338621,,,,,,12.5225138804961,B,73,0.000318692047368767,0.000507925246303433,
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2014,2,0.0041,0.1523,,0.124221760225658,0.0022035532295827,0.00369835307714533,0.00437267593995317,0.00733891938746027,,B,72.49,,,0.0772438067438714
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2015,2,0.0038,0.1556,-0.436885866,0.249000506148761,0.00227447687031983,0.00384138053306542,0.00440898593323536,0.0074463684179422,14.5006464966704,BB,77.68,9.95255946654281e-05,0.000189465706707086,0.275690434451512
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2016,2,0.0035,0.1588,-0.074412451,0.289858486297956,0.00208393446827611,0.00354977882147343,0.00471289795133212,0.00802796133471684,14.4460176638767,BB,75.53,0.000109483723419785,0.000206509642853045,0.251922943605409
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2017,2,0.0033,0.1619,-0.491890598,0.385151523472571,0.00308752997601918,0.00524520038702449,0.00545563549160671,0.00926821815959668,14.4339386821469,BBB,83.33,0.000229791596698072,0.000424411265398511,-0.246509401
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2018,2,0.0031,0.1649,-0.92070629,0.360469079105465,0.0037305060024683,0.00637645028286509,0.00518904970268148,0.00886949851375971,14.4099545987682,A,86.52,0.000131573176615061,0.000243333671296766,-0.110473343
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2019,2,0.0029,0.1678,-0.566163616,0.828340571579197,0.00370831259333001,0.00634528575078784,0.00492782478845197,0.00843199046077847,14.6039444318777,A,87.12,0.000508234374236427,0.000939594890049329,0.0495529511058212
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2020,2,0.0027,0.1706,-0.457077729,1.07451989503485,0.00369281601515998,0.00627554601378969,0.00573358276037997,0.00974361091614715,14.5894471545521,BBB,84.74,0.00078392280779858,0.00143082996970527,-0.548609224
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2021,2,0.0026,0.1734,-0.093195697,1.02666536011809,0.00516427536570547,0.0087691453059281,0.00630929569565827,0.0107134354416316,14.6060733943048,BB,76.38,0.00149356135036616,0.00271658389575109,-0.525978757
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2022,2,0.0024,0.1761,0.2020792437005028,1.07380391937786,0.00750872829881869,0.012752822678905,0.00657611554832847,0.0111688733652831,14.5971775397902,BB,75,0.00165134296537415,0.00301001023576968,-1.780340235
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2023,2,0.0023,0.1788,-0.128676215,1.36795847048534,0.00749012354136695,0.0126022976140162,0.00653102235619191,0.0109885887731971,14.631810640733,BBB,80.11,0.00130284610950468,0.00232291919082196,-0.173029562
2051,中工国际,土木工程建筑业,E48,2006/6/19,2006,2024,2,0.0022,0.1814,-0.110577701,,,,,,14.6941740385476,A,85.55,0.00135408081009356,0.00241142645149323,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2014,2,0.0067,0.1389,,,0.00568468588125913,0.0101019637462236,0.00780980209855226,0.0138783987915408,,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2015,2,0.0061,0.1425,-0.000285998,,0.00590000769566221,0.0104242204496012,0.0073365313085191,0.012962291515591,13.4438143059718,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2016,2,0.0056,0.146,-0.416368791,,0.00715807039501131,0.0126112185686654,0.00799244669872428,0.0140812379110251,13.6833884376808,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2017,2,0.0052,0.1494,-0.258549867,,0.00726624897411774,0.0129619710765935,0.00824709249954961,0.0147116586323871,13.6384208840395,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2018,2,0.0048,0.1527,-0.337250645,,0.00687000170154841,0.0122659780503551,0.00738046622426408,0.0131773819921771,13.7377684800485,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2019,2,0.0045,0.1559,0.1635466523659459,,0.00692304614030173,0.0122795187564326,0.00688302853255432,0.0122085388792277,13.8361886444558,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2020,2,0.0042,0.159,0.0729892158022569,,0.00696789304186591,0.0123495226234952,0.00687030350346443,0.0121765601217656,14.0002331173474,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2021,2,0.004,0.162,-0.077536344,,0.00739653015717627,0.0130359767397278,0.00656260763945541,0.0115662342641702,13.8783839930627,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2022,2,0.0038,0.1649,-0.183204772,,0.00612041924871854,0.0107649868801722,0.00663682962282916,0.0116732826481868,13.7244137414829,,,,,
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005/5/31,2005,2023,2,0.0036,0.1678,0.0997126402750198,,0.00475844155844156,0.00845486431604209,0.00610909090909091,0.0108547166328226,13.7597466183167,,,,,
