scode,name,IndustryName,IndustryCode,Listed date,Listed year,year,liva_taoyan_cal,rev_entropy_taoyan_cal,diff_freq1_taoyan_cal,cost_freq1_taoyan_cal,DYNA_taoyan_cal,MUNI_taoyan_cal,org_size_taoyan_cal,cost_sticky_taoyan_cal,esg_score_taoyan_cal,digi_freq1_taoyan_cal
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2014,0.4075676496504372,0.4377573403590275,0.05,0.4749153924766504,0.7400000000000002,0.05,0.4345295018632451,0.6377226255611673,0.743430034129693,0.2758565803048767
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2015,0.95,0.1282314659602494,0.0739990376698086,0.4525596141134554,0.65,0.1678571428571427,0.4345295018632451,0.5341895031221487,0.290501043841336,0.0590977143142213
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2016,0.95,0.95,0.1409959851274738,0.2747110063118907,0.56,0.2821428571428573,0.551356444747925,0.4615831089795858,0.8163822525597263,0.05
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2017,0.05,0.95,0.1618693486191404,0.7679868713723266,0.501,0.3928571428571427,0.543326015640822,0.5388129066428716,0.8870307167235489,0.0822223983871211
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2018,0.2644436858533343,0.95,0.2556846120466609,0.6130122932699106,0.3999999999999999,0.501,0.5431248419139195,0.95,0.8033276450511948,0.1956090773639768
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2019,0.5272570064613545,0.95,0.2930225517077384,0.6277565577711789,0.3,0.6165178571428576,0.5782282861841015,0.4947128509246655,0.95,0.4190003242383812
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2020,0.4511558816822498,0.95,0.263535119115315,0.5578531251359147,0.2000000000000001,0.7290178571428573,0.6065011656463313,0.4904290878116289,0.8885665529010242,0.5014075153672765
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2021,0.6556103949721244,0.95,0.1289092860168102,0.5649269184710358,0.15,0.841517857142857,0.6158591099239273,0.4889358483603949,0.6620307167235495,0.5613574888249265
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2022,0.7964128455205575,0.95,0.2253101416927196,0.6987061384074501,0.05,0.95,0.634206509148536,0.483020845780129,0.5046075085324234,0.6341068602081502
65,北方国际,土木工程建筑业,E48,1998-06-05,1998.0,2023,0.7778652838744925,0.95,0.3932599248145379,0.717664125756505,0.05,0.95,0.6443687615328091,0.4896939111570159,0.95,0.501
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2014,0.4075676496504372,0.8986497970261142,0.05,0.1694024203559931,0.7400000000000002,0.05,0.5942624188001935,0.7538941563930848,0.05,0.2758565803048767
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2015,0.95,0.890386918045002,0.5812798190616215,0.2551325525251235,0.65,0.1678571428571427,0.5942624188001935,0.4724330189672141,0.2191022964509389,0.3897361885043762
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2016,0.05,0.8808638409997445,0.907337543142692,0.2310082147620464,0.56,0.2821428571428573,0.6154774040221213,0.95,0.7257679180887371,0.3788768444733658
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2017,0.4643694121735509,0.95,0.7852469791585543,0.5193643521474142,0.501,0.3928571428571427,0.6557534906678326,0.427708928381923,0.2538622129436325,0.5085003602710929
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2018,0.072879299719277,0.95,0.95,0.05,0.3999999999999999,0.501,0.6845281815357921,0.487818371243687,0.5122866894197949,0.5754372678421701
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2019,0.9130942976521036,0.8752435123875746,0.8776915522817714,0.05,0.3,0.6165178571428576,0.717676969696006,0.4415224178520916,0.7065699658703071,0.95
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2020,0.7514873240863909,0.8372749349469689,0.7284776891919802,0.05,0.2000000000000001,0.7290178571428573,0.7447303680921598,0.3488012156777467,0.6343856655290102,0.503690655077636
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2021,0.5350202379022212,0.8419132464242471,0.7371781159809085,0.1583761058935573,0.15,0.841517857142857,0.7724085032514971,0.8017865497249479,0.1834029227557411,0.4549074951550614
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2022,0.7552893154101097,0.8163609363342788,0.7167687518856551,0.4412035392044294,0.05,0.95,0.7926076264687915,0.5829739861101537,0.2519832985386224,0.4343107057961679
90,天健集团,土木工程建筑业,E48,1999-07-21,1999.0,2023,0.382537148997709,0.8323534658362394,0.6785683872800319,0.1695470080796788,0.05,0.95,0.7931489113900592,0.4851223747900019,0.6973549488054602,0.3117103625361994
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2014,0.4075676496504372,0.05,0.1726032008093744,0.8694945262853424,0.7400000000000002,0.05,0.5300243177474424,0.4878828806691971,0.05,0.05
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2015,0.95,0.05,0.1307635709515947,0.8231283753026337,0.65,0.1678571428571427,0.5300243177474424,0.4878828806691971,0.05,0.1451490125488093
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2016,0.2755372140528866,0.05,0.1555690844501299,0.4396506467003984,0.56,0.2821428571428573,0.5809936826882562,0.4878828806691971,0.05,0.1735651945139875
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2017,0.2783488083531674,0.05,0.2818783031686107,0.2978351355990841,0.501,0.3928571428571427,0.6029703540046722,0.4878828806691971,0.3825678496868477,0.1245476981363926
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2018,0.4419634369059597,0.05,0.3572912653620704,0.6366885623008084,0.3999999999999999,0.501,0.6451368238918248,0.4878828806691971,0.6036689419795218,0.1304392596887292
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2019,0.4154969561004774,0.05,0.1516656552130449,0.6264383484237717,0.3,0.6165178571428576,0.6859193810693122,0.4878828806691971,0.4426931106471817,0.6425529957722845
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2020,0.530811312285883,0.05,0.2922952786007174,0.2006513493093796,0.2000000000000001,0.7290178571428573,0.7609548332102842,0.4878828806691971,0.5368600682593849,0.664342184152883
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2021,0.8009611673728494,0.05,0.3329622679231635,0.501,0.15,0.841517857142857,0.8184544696875364,0.4878828806691971,0.1138830897703554,0.3426879898344533
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2022,0.9234835944738052,0.1915084552425087,0.4069908203375743,0.95,0.05,0.95,0.8478115825697802,0.4878828806691971,0.1881002087682669,0.2712959120800399
498,山东路桥,土木工程建筑业,E48,1997-06-09,1997.0,2023,0.3165310430487794,0.3110638923186433,0.3898631334648691,0.95,0.05,0.95,0.8898426476831159,0.4878828806691971,0.612116040955631,0.4163127892322125
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2014,0.4081993429698436,0.5477792437093161,0.2746676523507869,0.0997007129783085,0.45,0.2785714285714292,0.2934949661285744,0.4970371689525808,0.05,0.2758565803048767
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2015,0.95,0.4655541711263599,0.05,0.1307105864838365,0.25,0.4071428571428575,0.2934949661285744,0.95,0.05,0.05
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2016,0.3738873583547798,0.6384948195267843,0.3156785973882645,0.05,0.1000000000000001,0.4964285714285718,0.2573267137327,0.3767254540971577,0.05,0.05
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2017,0.3068257628142933,0.8491288660214064,0.4469600741582651,0.1596985525463188,0.05,0.592410714285714,0.2147801792201867,0.4805090331421341,0.05,0.05
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2018,0.7477666138325338,0.6065754103026272,0.4986532907897629,0.2700417252828525,0.05,0.6848214285714291,0.2604096495023435,0.5555179446294094,0.1693110647181623,0.05
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2019,0.5152320341979387,0.3484843364765714,0.4710747627861782,0.1227298781561879,0.05,0.7772321428571431,0.4019658839531637,0.436410641464998,0.0885177453027136,0.5110830081425314
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2020,0.5181949652783246,0.6500557458685416,0.5122930899530928,0.05,0.05,0.8656249999999994,0.4983819377388366,0.5761184302505046,0.2491649269311066,0.95
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2021,0.6994327995631295,0.3173461709005157,0.6596026894619692,0.05,0.05,0.95,0.5354082501043214,0.463403991284548,0.3252609603340295,0.95
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2022,0.6855345195262595,0.2806952341344513,0.95,0.4221378984391303,0.05,0.95,0.5678012726464117,0.61517518563474,0.4069937369519825,0.5247546989824191
628,高新发展,房屋建筑业,E47,1996-11-18,1996.0,2023,0.95,0.4064733986200605,0.95,0.2894377657785639,0.05,0.95,0.5671363036971702,0.899552856259551,0.2848643006263044,0.7645906232393953
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2014,0.4075676496504372,0.5023085944515819,0.05,0.4918709886363645,0.7400000000000002,0.05,0.05,0.4878828806691971,0.5525665720034643,0.2758565803048767
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2015,0.95,0.5023085944515819,0.05,0.0909440775329133,0.65,0.1678571428571427,0.05,0.4878828806691971,0.5525665720034643,0.5019026957607772
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2016,0.05,0.463208921855276,0.0631429198543305,0.6371500746031517,0.56,0.2821428571428573,0.3013426633716277,0.4878828806691971,0.5525665720034643,0.4730533889846083
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2017,0.1533066853156005,0.4230372948767725,0.05,0.5954088217385154,0.501,0.3928571428571427,0.5052659292164824,0.4878828806691971,0.5525665720034643,0.5120309540432953
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2018,0.254741200559924,0.382865667898269,0.2204923718038686,0.4994947625658548,0.3999999999999999,0.501,0.537526158789573,0.4878828806691971,0.5525665720034643,0.5541128997227249
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2019,0.2976841651236099,0.3426940409197656,0.1883120998821913,0.3591572839289826,0.3,0.6165178571428576,0.551013930910046,0.4878828806691971,0.5525665720034643,0.5996377000640164
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2020,0.2876214247075223,0.3025224139412619,0.2878141490120871,0.3838798327369795,0.2000000000000001,0.7290178571428573,0.5216285093913909,0.4878828806691971,0.5525665720034643,0.6530254120651066
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2021,0.7081828569935443,0.2623507869627584,0.559729558130258,0.5953319554077003,0.15,0.841517857142857,0.5056472944398701,0.4878828806691971,0.5525665720034643,0.7039548026032013
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2022,0.6238389387309713,0.2221791599842549,0.4346761400042204,0.476992803454177,0.05,0.95,0.467856875123505,0.4878828806691971,0.5525665720034643,0.7559487609330187
711,*ST 京蓝,土木工程建筑业,E48,1997-04-11,1997.0,2023,0.3195704604618066,0.1820075330057514,0.1639327861335541,0.1098549418775748,0.05,0.95,0.05,0.4878828806691971,0.5525665720034643,0.848098874040966
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2014,0.4075676496504372,0.6507204844106472,0.05,0.3561562995922549,0.7400000000000002,0.05,0.5654203888253992,0.499662556504897,0.3947807933194151,0.2758565803048767
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2015,0.95,0.3633648384998695,0.0786765647792677,0.5060007593567708,0.65,0.1678571428571427,0.5654203888253992,0.4883299066973761,0.2717118997912314,0.6430750768944996
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2016,0.3892424511813974,0.3756958288788996,0.0582283684739568,0.5294889476256784,0.56,0.2821428571428573,0.5677782728305689,0.4999255409014255,0.05,0.5199113887962685
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2017,0.05,0.3197789494000791,0.104279991691588,0.7032212287843944,0.501,0.3928571428571427,0.5664755377152491,0.5406419984712879,0.05,0.6247727480373867
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2018,0.3479760669893127,0.4161489359115765,0.5633028144652054,0.3323102258360234,0.3999999999999999,0.501,0.5857498193243541,0.4862110475063358,0.1627348643006264,0.7643456324061961
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2019,0.5405512596151104,0.3112475871395236,0.3080846096851842,0.5527631243602491,0.3,0.6165178571428576,0.6083677515757037,0.5361635946548713,0.2632567849686841,0.520921932638472
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2020,0.5005094531481159,0.2676093202668261,0.6353530679354842,0.8289766294420535,0.2000000000000001,0.7290178571428573,0.6184516652610845,0.4874933479338476,0.3168058455114822,0.6019077786147063
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2021,0.95,0.263107757674692,0.4973547700617239,0.8955625267110197,0.15,0.841517857142857,0.6474175996614521,0.4904599809386022,0.4990605427974943,0.8482319091382549
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2022,0.348525726793503,0.2743407018668833,0.7001739174092607,0.809089850785661,0.05,0.95,0.6604134625272176,0.5446017760250424,0.5092150170648456,0.95
928,中钢国际,土木工程建筑业,E48,1999-03-12,1999.0,2023,0.4866695102209195,0.2293661325149968,0.688011203530533,0.5621597089079446,0.05,0.95,0.6766973458329614,0.5275619960392863,0.7810580204778155,0.948388734102523
1267,汇绿生态,土木工程建筑业,E48,2021-11-17,2021.0,2021,0.749940570947073,0.4105299919727291,0.2020946693398854,0.5099418113939913,0.15,0.841517857142857,0.1565271224207455,0.4742613233298334,0.4022964509394567,0.05
1267,汇绿生态,土木工程建筑业,E48,2021-11-17,2021.0,2022,0.7372083730381667,0.4948794248248671,0.2738407893370598,0.576007196928666,0.05,0.95,0.1750577683063885,0.4742613233298334,0.4022964509394567,0.0535746589021835
1267,汇绿生态,土木工程建筑业,E48,2021-11-17,2021.0,2023,0.3705329063862506,0.5077899809407582,0.1708567709837898,0.3525837480366803,0.05,0.95,0.1647050374318447,0.4544741942884565,0.7027303754266212,0.05
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2014,0.4075676496504372,0.0967785018243239,0.05,0.05,0.7400000000000002,0.05,0.6193738755348057,0.5523022175656317,0.5007679180887366,0.2758565803048767
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2015,0.2286805658777897,0.2467666652404891,0.05,0.05,0.65,0.1678571428571427,0.6193738755348057,0.7314382516438603,0.899317406143345,0.05
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2016,0.5362997871044259,0.2958793034396942,0.05,0.05,0.56,0.2821428571428573,0.6117991650889706,0.7099835456640038,0.7342150170648463,0.05
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2017,0.1838990381093187,0.4104246735380364,0.2321730077619173,0.1540855563616316,0.501,0.3928571428571427,0.6101243207914676,0.4734628403490433,0.95,0.1637752185080876
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2018,0.05,0.3807555622494412,0.4359985820730415,0.0543296710167456,0.3999999999999999,0.501,0.606798742015357,0.4870438618964853,0.95,0.05
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2019,0.1234304366439913,0.8026311632983443,0.4289631963394287,0.05,0.3,0.6165178571428576,0.633696933686218,0.5273059245243563,0.95,0.5192027605005352
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2020,0.2122415716175929,0.95,0.4240507286649789,0.2580928854373495,0.2000000000000001,0.7290178571428573,0.6316867739888823,0.4433030116539087,0.95,0.7446385041783742
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2021,0.5129609405697315,0.95,0.7389030843824528,0.47352354959508,0.15,0.841517857142857,0.6339921308030272,0.4455623013192684,0.7994880546075078,0.95
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2022,0.8798504828006144,0.95,0.95,0.5594944583483277,0.05,0.95,0.6327586517285092,0.3203343984275283,0.6935153583617745,0.95
2051,中工国际,土木工程建筑业,E48,2006-06-19,2006.0,2023,0.4796062325052944,0.95,0.95,0.5458112436377395,0.05,0.95,0.6375607992038869,0.4807986253712877,0.95,0.95
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2014,0.4076660416716352,0.3389426497406261,0.8398287043060662,0.933848039287505,0.95,0.05,0.4458973873152939,0.4757379111714849,0.3629610299234517,0.2758565803048767
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2015,0.6284045229274167,0.3389426497406261,0.8815870603580929,0.7902373182573827,0.95,0.05,0.4458973873152939,0.4757379111714849,0.3629610299234517,0.3741796630537175
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2016,0.2453843280893809,0.3389426497406261,0.95,0.95,0.95,0.05,0.5060547207992601,0.4757379111714849,0.3629610299234517,0.4417618202813521
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2017,0.3738709558852623,0.3389426497406261,0.95,0.95,0.95,0.05,0.4996407407525425,0.4757379111714849,0.3629610299234517,0.5130298028107433
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2018,0.3097975398852122,0.3389426497406261,0.95,0.803569062073817,0.95,0.0642857142857147,0.5135949345271117,0.4757379111714849,0.3629610299234517,0.5585018683605714
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2019,0.8319723771877016,0.3389426497406261,0.95,0.6526250632502394,0.8600000000000001,0.1785714285714292,0.5272416520074599,0.4757379111714849,0.3629610299234517,0.6039975182417423
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2020,0.7194515639834623,0.3389426497406261,0.95,0.6487637419069086,0.77,0.2892857142857147,0.5499876877334299,0.4757379111714849,0.3629610299234517,0.6478243599595359
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2021,0.5324182397234352,0.3389426497406261,0.95,0.555395577593982,0.7100000000000001,0.3964285714285719,0.5330923636465927,0.4757379111714849,0.3629610299234517,0.698921397429646
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2022,0.4352123776371324,0.3389426497406261,0.9243324929842291,0.5779177208850086,0.65,0.501,0.5117431966710924,0.4757379111714849,0.3629610299234517,0.7508352663557024
2051,*ST 宝鹰,建筑装饰和其他建筑业,E50,2005-05-31,2005.0,2023,0.7526563626988341,0.3389426497406261,0.6601978557986485,0.3986073066294761,0.59,0.6165178571428576,0.5166423734894056,0.4757379111714849,0.3629610299234517,0.7979352086542104
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2014,0.4075676496504372,0.4048063052653313,0.05,0.3671797935442514,0.7400000000000002,0.05,0.5767948350229002,0.5830526377910421,0.95,0.2758565803048767
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2015,0.8168473163865236,0.4048063052653313,0.05,0.1981094721501574,0.65,0.1678571428571427,0.5767948350229002,0.6195342392983146,0.95,0.3434318887530811
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2016,0.3840994933783263,0.4048063052653313,0.05,0.05,0.56,0.2821428571428573,0.587063987411043,0.5869368060299149,0.95,0.4178018310294134
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2017,0.5071074908822003,0.4048063052653313,0.3892397079457141,0.2618443893591168,0.501,0.3928571428571427,0.6020910356373927,0.95,0.95,0.4907645375916764
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2018,0.4708259426197267,0.4048063052653313,0.4651691047468502,0.2453985689663826,0.3999999999999999,0.501,0.6222109660831484,0.6496461119956706,0.95,0.5385817693787036
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2019,0.5684987466800768,0.4048063052653313,0.577744565673878,0.4086490836538247,0.3,0.6165178571428576,0.6571180235442723,0.6069936153150992,0.95,0.580178288802409
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2020,0.6309801547927201,0.4048063052653313,0.5559946319951921,0.2894407797937059,0.2000000000000001,0.7290178571428573,0.6743359181040054,0.6273048555536542,0.95,0.6250189874771255
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2021,0.891388840319485,0.4048063052653313,0.526105690566815,0.2432124570040187,0.15,0.841517857142857,0.6844895948375078,0.4784826419834713,0.95,0.6711552584196693
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2022,0.9399117157717608,0.4048063052653313,0.3211823963426872,0.1162075533956824,0.05,0.95,0.7179110588205362,0.7250260319014985,0.95,0.7130242345765383
2060,广东建工,土木工程建筑业,E48,2006-08-10,2006.0,2023,0.05,0.4048063052653313,0.2643145502549492,0.4297017557437869,0.05,0.95,0.8835922459904714,0.7250260319014985,0.95,0.2640269397533109
2061,浙江交科,土木工程建筑业,E48,2006-08-16,2006.0,2014,0.4075676496504372,0.5662691494266441,0.5257234084009621,0.95,0.7400000000000002,0.05,0.1683407241618343,0.7282961831182189,0.2641962421711898,0.2758565803048767
2061,浙江交科,土木工程建筑业,E48,2006-08-16,2006.0,2015,0.95,0.5662691494266441,0.7065635054718433,0.95,0.65,0.1678571428571427,0.1683407241618343,0.4413836199629016,0.1758872651356995,0.4153970490195573
2061,浙江交科,土木工程建筑业,E48,2006-08-16,2006.0,2016,0.5337367386802416,0.5662691494266441,0.7637329860589037,0.95,0.56,0.2821428571428573,0.3397688904319362,0.4921748605183983,0.2435281837160751,0.4673470636024326
2061,浙江交科,土木工程建筑业,E48,2006-08-16,2006.0,2017,0.95,0.5662691494266441,0.8730473104929101,0.95,0.501,0.3928571428571427,0.6545245255974675,0.3917464248137028,0.05,0.1168368732174352
2061,浙江交科,土木工程建筑业,E48,2006-08-16,2006.0,2018,0.05,0.5375204618705052,0.6131333645899786,0.8524479845626508,0.3999999999999999,0.501,0.6774931459496016,0.467745822933826,0.05,0.181328131167879
