"year","liva_taoyan_cal","rev_entropy_taoyan_cal","diff_freq1_taoyan_cal","cost_freq1_taoyan_cal","DYNA_taoyan_cal","MUNI_taoyan_cal","org_size_taoyan_cal","cost_sticky_taoyan_cal","esg_score_taoyan_cal","digi_freq1_taoyan_cal"
2016,0.05,0.880863840999744,0.907337543142692,0.231008214762046,0.56,0.282142857142857,0.615477404022121,0.95,0.725767918088737,0.378876844473366
2017,0.464369412173551,0.95,0.785246979158554,0.519364352147414,0.501,0.392857142857143,0.655753490667833,0.427708928381923,0.253862212943632,0.508500360271093
2018,0.072879299719277,0.95,0.95,0.05,0.4,0.501,0.684528181535792,0.487818371243687,0.512286689419795,0.57543726784217
2019,0.913094297652104,0.875243512387575,0.877691552281771,0.05,0.3,0.616517857142858,0.717676969696006,0.441522417852092,0.706569965870307,0.95
2020,0.751487324086391,0.837274934946969,0.72847768919198,0.05,0.2,0.729017857142857,0.74473036809216,0.348801215677747,0.63438566552901,0.503690655077636
2021,0.535020237902221,0.841913246424247,0.737178115980909,0.158376105893557,0.15,0.841517857142857,0.772408503251497,0.801786549724948,0.183402922755741,0.454907495155061
2022,0.75528931541011,0.816360936334279,0.716768751885655,0.441203539204429,0.05,0.95,0.792607626468791,0.582973986110154,0.251983298538622,0.434310705796168
2023,0.382537148997709,0.832353465836239,0.678568387280032,0.169547008079679,0.05,0.95,0.793148911390059,0.485122374790002,0.69735494880546,0.311710362536199
2014,0.407567649650437,0.05,0.172603200809374,0.869494526285342,0.74,0.05,0.530024317747442,0.487882880669197,0.05,0.05
2015,0.95,0.05,0.130763570951595,0.823128375302634,0.65,0.167857142857143,0.530024317747442,0.487882880669197,0.05,0.145149012548809
2016,0.275537214052887,0.05,0.15556908445013,0.439650646700398,0.56,0.282142857142857,0.580993682688256,0.487882880669197,0.05,0.173565194513987
2017,0.278348808353167,0.05,0.281878303168611,0.297835135599084,0.501,0.392857142857143,0.602970354004672,0.487882880669197,0.382567849686848,0.124547698136393
2018,0.44196343690596,0.05,0.35729126536207,0.636688562300808,0.4,0.501,0.645136823891825,0.487882880669197,0.603668941979522,0.130439259688729
2019,0.415496956100477,0.05,0.151665655213045,0.626438348423772,0.3,0.616517857142858,0.685919381069312,0.487882880669197,0.442693110647182,0.642552995772285
2020,0.530811312285883,0.05,0.292295278600717,0.20065134930938,0.2,0.729017857142857,0.760954833210284,0.487882880669197,0.536860068259385,0.664342184152883
2021,0.800961167372849,0.05,0.332962267923164,0.501,0.15,0.841517857142857,0.818454469687536,0.487882880669197,0.113883089770355,0.342687989834453
2022,0.923483594473805,0.191508455242509,0.406990820337574,0.95,0.05,0.95,0.84781158256978,0.487882880669197,0.188100208768267,0.27129591208004
2023,0.316531043048779,0.311063892318643,0.389863133464869,0.95,0.05,0.95,0.889842647683116,0.487882880669197,0.612116040955631,0.416312789232212
2014,0.408199342969844,0.547779243709316,0.274667652350787,0.0997007129783085,0.45,0.278571428571429,0.293494966128574,0.497037168952581,0.05,0.275856580304877
2015,0.95,0.46555417112636,0.05,0.130710586483836,0.25,0.407142857142857,0.293494966128574,0.95,0.05,0.05
2016,0.37388735835478,0.638494819526784,0.315678597388264,0.05,0.1,0.496428571428572,0.2573267137327,0.376725454097158,0.05,0.05
2017,0.306825762814293,0.849128866021406,0.446960074158265,0.159698552546319,0.05,0.592410714285714,0.214780179220187,0.480509033142134,0.05,0.05
2018,0.747766613832534,0.606575410302627,0.498653290789763,0.270041725282852,0.05,0.684821428571429,0.260409649502344,0.555517944629409,0.169311064718162,0.05
2019,0.515232034197939,0.348484336476571,0.471074762786178,0.122729878156188,0.05,0.777232142857143,0.401965883953164,0.436410641464998,0.0885177453027136,0.511083008142531
2020,0.518194965278325,0.650055745868542,0.512293089953093,0.05,0.05,0.865624999999999,0.498381937738837,0.576118430250505,0.249164926931107,0.95
2021,0.69943279956313,0.317346170900516,0.659602689461969,0.05,0.05,0.95,0.535408250104321,0.463403991284548,0.32526096033403,0.95
2022,0.68553451952626,0.280695234134451,0.95,0.42213789843913,0.05,0.95,0.567801272646412,0.61517518563474,0.406993736951982,0.524754698982419
2023,0.95,0.40647339862006,0.95,0.289437765778564,0.05,0.95,0.56713630369717,0.899552856259551,0.284864300626304,0.764590623239395
2014,0.407567649650437,0.502308594451582,0.05,0.491870988636365,0.74,0.05,0.05,0.487882880669197,0.552566572003464,0.275856580304877
2015,0.95,0.502308594451582,0.05,0.0909440775329133,0.65,0.167857142857143,0.05,0.487882880669197,0.552566572003464,0.501902695760777
2016,0.05,0.463208921855276,0.0631429198543305,0.637150074603152,0.56,0.282142857142857,0.301342663371628,0.487882880669197,0.552566572003464,0.473053388984608
2017,0.1533066853156,0.423037294876772,0.05,0.595408821738515,0.501,0.392857142857143,0.505265929216482,0.487882880669197,0.552566572003464,0.512030954043295
2018,0.254741200559924,0.382865667898269,0.220492371803869,0.499494762565855,0.4,0.501,0.537526158789573,0.487882880669197,0.552566572003464,0.554112899722725
2019,0.29768416512361,0.342694040919766,0.188312099882191,0.359157283928983,0.3,0.616517857142858,0.551013930910046,0.487882880669197,0.552566572003464,0.599637700064016
2020,0.287621424707522,0.302522413941262,0.287814149012087,0.38387983273698,0.2,0.729017857142857,0.521628509391391,0.487882880669197,0.552566572003464,0.653025412065107
2021,0.708182856993544,0.262350786962758,0.559729558130258,0.5953319554077,0.15,0.841517857142857,0.50564729443987,0.487882880669197,0.552566572003464,0.703954802603201
2022,0.623838938730971,0.222179159984255,0.43467614000422,0.476992803454177,0.05,0.95,0.467856875123505,0.487882880669197,0.552566572003464,0.755948760933019
2023,0.319570460461807,0.182007533005751,0.163932786133554,0.109854941877575,0.05,0.95,0.05,0.487882880669197,0.552566572003464,0.848098874040966
2014,0.407567649650437,0.650720484410647,0.05,0.356156299592255,0.74,0.05,0.565420388825399,0.499662556504897,0.394780793319415,0.275856580304877
2015,0.95,0.36336483849987,0.0786765647792677,0.506000759356771,0.65,0.167857142857143,0.565420388825399,0.488329906697376,0.271711899791231,0.6430750768945
2016,0.389242451181397,0.3756958288789,0.0582283684739568,0.529488947625678,0.56,0.282142857142857,0.567778272830569,0.499925540901425,0.05,0.519911388796269
2017,0.05,0.319778949400079,0.104279991691588,0.703221228784394,0.501,0.392857142857143,0.566475537715249,0.540641998471288,0.05,0.624772748037387
2018,0.347976066989313,0.416148935911576,0.563302814465205,0.332310225836023,0.4,0.501,0.585749819324354,0.486211047506336,0.162734864300626,0.764345632406196
2019,0.54055125961511,0.311247587139524,0.308084609685184,0.552763124360249,0.3,0.616517857142858,0.608367751575704,0.536163594654871,0.263256784968684,0.520921932638472
2020,0.500509453148116,0.267609320266826,0.635353067935484,0.828976629442054,0.2,0.729017857142857,0.618451665261085,0.487493347933848,0.316805845511482,0.601907778614706
2021,0.95,0.263107757674692,0.497354770061724,0.89556252671102,0.15,0.841517857142857,0.647417599661452,0.490459980938602,0.499060542797494,0.848231909138255
2022,0.348525726793503,0.274340701866883,0.700173917409261,0.809089850785661,0.05,0.95,0.660413462527218,0.544601776025042,0.509215017064846,0.95
2023,0.48666951022092,0.229366132514997,0.688011203530533,0.562159708907945,0.05,0.95,0.676697345832961,0.527561996039286,0.781058020477815,0.948388734102523
2021,0.749940570947073,0.410529991972729,0.202094669339885,0.509941811393991,0.15,0.841517857142857,0.156527122420746,0.474261323329833,0.402296450939457,0.05
2022,0.737208373038167,0.494879424824867,0.27384078933706,0.576007196928666,0.05,0.95,0.175057768306389,0.474261323329833,0.402296450939457,0.0535746589021835
2023,0.370532906386251,0.507789980940758,0.17085677098379,0.35258374803668,0.05,0.95,0.164705037431845,0.454474194288456,0.702730375426621,0.05
2014,0.407567649650437,0.0967785018243239,0.05,0.05,0.74,0.05,0.619373875534806,0.552302217565632,0.500767918088737,0.275856580304877
2014,0.407666041671635,0.338942649740626,0.839828704306066,0.933848039287505,0.95,0.05,0.445897387315294,0.475737911171485,0.362961029923452,0.275856580304877
2015,0.22868056587779,0.246766665240489,0.05,0.05,0.65,0.167857142857143,0.619373875534806,0.73143825164386,0.899317406143345,0.05
2015,0.628404522927417,0.338942649740626,0.881587060358093,0.790237318257383,0.95,0.05,0.445897387315294,0.475737911171485,0.362961029923452,0.374179663053718
2016,0.536299787104426,0.295879303439694,0.05,0.05,0.56,0.282142857142857,0.611799165088971,0.709983545664004,0.734215017064846,0.05
2016,0.245384328089381,0.338942649740626,0.95,0.95,0.95,0.05,0.50605472079926,0.475737911171485,0.362961029923452,0.441761820281352
2017,0.183899038109319,0.410424673538036,0.232173007761917,0.154085556361632,0.501,0.392857142857143,0.610124320791468,0.473462840349043,0.95,0.163775218508088
2017,0.373870955885262,0.338942649740626,0.95,0.95,0.95,0.05,0.499640740752543,0.475737911171485,0.362961029923452,0.513029802810743
2018,0.05,0.380755562249441,0.435998582073041,0.0543296710167456,0.4,0.501,0.606798742015357,0.487043861896485,0.95,0.05
2018,0.309797539885212,0.338942649740626,0.95,0.803569062073817,0.95,0.0642857142857147,0.513594934527112,0.475737911171485,0.362961029923452,0.558501868360571
2019,0.123430436643991,0.802631163298344,0.428963196339429,0.05,0.3,0.616517857142858,0.633696933686218,0.527305924524356,0.95,0.519202760500535
2019,0.831972377187702,0.338942649740626,0.95,0.652625063250239,0.86,0.178571428571429,0.52724165200746,0.475737911171485,0.362961029923452,0.603997518241742
2020,0.212241571617593,0.95,0.424050728664979,0.258092885437349,0.2,0.729017857142857,0.631686773988882,0.443303011653909,0.95,0.744638504178374
2020,0.719451563983462,0.338942649740626,0.95,0.648763741906909,0.77,0.289285714285715,0.54998768773343,0.475737911171485,0.362961029923452,0.647824359959536
2021,0.512960940569732,0.95,0.738903084382453,0.47352354959508,0.15,0.841517857142857,0.633992130803027,0.445562301319268,0.799488054607508,0.95
