"year","liva_taoyan_cal","rev_entropy_taoyan_cal","diff_freq1_taoyan_cal","cost_freq1_taoyan_cal","DYNA_taoyan_cal","MUNI_taoyan_cal","org_size_taoyan_cal","cost_sticky_taoyan_cal","esg_score_taoyan_cal","digi_freq1_taoyan_cal"
2021,0.532418239723435,0.338942649740626,0.95,0.555395577593982,0.71,0.396428571428572,0.533092363646593,0.475737911171485,0.362961029923452,0.698921397429646
2022,0.879850482800614,0.95,0.95,0.559494458348328,0.05,0.95,0.632758651728509,0.320334398427528,0.693515358361774,0.95
2022,0.435212377637132,0.338942649740626,0.924332492984229,0.577917720885009,0.65,0.501,0.511743196671092,0.475737911171485,0.362961029923452,0.750835266355702
2023,0.479606232505294,0.95,0.95,0.54581124363774,0.05,0.95,0.637560799203887,0.480798625371288,0.95,0.95
2023,0.752656362698834,0.338942649740626,0.660197855798649,0.398607306629476,0.59,0.616517857142858,0.516642373489406,0.475737911171485,0.362961029923452,0.79793520865421
2014,0.407567649650437,0.404806305265331,0.05,0.367179793544251,0.74,0.05,0.5767948350229,0.583052637791042,0.95,0.275856580304877
2015,0.816847316386524,0.404806305265331,0.05,0.198109472150157,0.65,0.167857142857143,0.5767948350229,0.619534239298315,0.95,0.343431888753081
2016,0.384099493378326,0.404806305265331,0.05,0.05,0.56,0.282142857142857,0.587063987411043,0.586936806029915,0.95,0.417801831029413
2017,0.5071074908822,0.404806305265331,0.389239707945714,0.261844389359117,0.501,0.392857142857143,0.602091035637393,0.95,0.95,0.490764537591676
2018,0.470825942619727,0.404806305265331,0.46516910474685,0.245398568966383,0.4,0.501,0.622210966083148,0.649646111995671,0.95,0.538581769378704
2019,0.568498746680077,0.404806305265331,0.577744565673878,0.408649083653825,0.3,0.616517857142858,0.657118023544272,0.606993615315099,0.95,0.580178288802409
2020,0.63098015479272,0.404806305265331,0.555994631995192,0.289440779793706,0.2,0.729017857142857,0.674335918104005,0.627304855553654,0.95,0.625018987477125
2021,0.891388840319485,0.404806305265331,0.526105690566815,0.243212457004019,0.15,0.841517857142857,0.684489594837508,0.478482641983471,0.95,0.671155258419669
2022,0.939911715771761,0.404806305265331,0.321182396342687,0.116207553395682,0.05,0.95,0.717911058820536,0.725026031901499,0.95,0.713024234576538
2023,0.05,0.404806305265331,0.264314550254949,0.429701755743787,0.05,0.95,0.883592245990471,0.725026031901499,0.95,0.264026939753311
2014,0.407567649650437,0.566269149426644,0.525723408400962,0.95,0.74,0.05,0.168340724161834,0.728296183118219,0.26419624217119,0.275856580304877
2015,0.95,0.566269149426644,0.706563505471843,0.95,0.65,0.167857142857143,0.168340724161834,0.441383619962902,0.1758872651357,0.415397049019557
2016,0.533736738680242,0.566269149426644,0.763732986058904,0.95,0.56,0.282142857142857,0.339768890431936,0.492174860518398,0.243528183716075,0.467347063602433
2017,0.95,0.566269149426644,0.87304731049291,0.95,0.501,0.392857142857143,0.654524525597468,0.391746424813703,0.05,0.116836873217435
2018,0.05,0.537520461870505,0.613133364589979,0.852447984562651,0.4,0.501,0.677493145949602,0.467745822933826,0.05,0.181328131167879
2019,0.05,0.452629123356058,0.547391939544093,0.799024626619334,0.3,0.616517857142858,0.693234389451503,0.493511550300363,0.274530271398747,0.185165704790012
2020,0.445275424169691,0.296057293637902,0.554931787808198,0.647679071551048,0.2,0.729017857142857,0.721394266186744,0.498913102538432,0.218162839248435,0.312491858130582
2021,0.607969092516464,0.283048838702696,0.506116920118942,0.52396033522343,0.15,0.841517857142857,0.7549466253863,0.492207926432185,0.50537542662116,0.334770820818292
2022,0.644979789995008,0.399598038710411,0.600178973011557,0.344280785945233,0.05,0.95,0.769018198329483,0.623305744665114,0.481210855949895,0.513654919505636
2023,0.445221534644585,0.372642535433848,0.607862343200995,0.401634132148886,0.05,0.95,0.792908733436414,0.497456748522227,0.95,0.72958416590208
2014,0.407567649650437,0.525587145648782,0.05,0.642927962445717,0.74,0.05,0.579642140142874,0.52980245207179,0.401356993736952,0.275856580304877
2015,0.95,0.666566073556883,0.05,0.59115276244498,0.65,0.167857142857143,0.579642140142874,0.493369867508557,0.47839248434238,0.05
2016,0.445806362834925,0.711179340660439,0.147863084490444,0.672376118991889,0.56,0.282142857142857,0.564399706691384,0.488570756881012,0.172129436325678,0.05
2017,0.294821396453623,0.95,0.110402049546139,0.66366566899331,0.501,0.392857142857143,0.560925728955784,0.495995819141692,0.570648464163823,0.05
2018,0.449929724016788,0.95,0.240871822136828,0.626307831806422,0.4,0.501,0.576171897523333,0.566319709006954,0.691211604095563,0.05
2019,0.453692265063126,0.95,0.321532198954335,0.95,0.3,0.616517857142858,0.587198475223774,0.488628989344653,0.632081911262799,0.05
2020,0.668214143270175,0.95,0.323334700901621,0.490718650911487,0.2,0.729017857142857,0.597952015049141,0.488046813361036,0.455845511482255,0.05
2021,0.572517835265517,0.95,0.32141050206958,0.57635389161037,0.15,0.841517857142857,0.608279691088712,0.491314898971998,0.406054279749478,0.135475652376744
2022,0.868587807148369,0.95,0.506392150382125,0.590097683734539,0.05,0.95,0.592837818726262,0.620010438596219,0.410751565762004,0.0929574516368779
2023,0.449063788908421,0.95,0.530311365210412,0.619754676473061,0.05,0.95,0.586041899599228,0.885653022286702,0.365657620041753,0.288876741830354
2014,0.407666041671635,0.228576184207576,0.409390957574112,0.39991954954286,0.95,0.05,0.65033886789117,0.95,0.32901878914405,0.275856580304877
2015,0.95,0.239927788725899,0.438084169879356,0.287901760252576,0.95,0.05,0.65033886789117,0.488502872467861,0.773378839590444,0.95
2016,0.05,0.378829487143951,0.323932449994992,0.05,0.95,0.05,0.661182044327755,0.485082267585371,0.05,0.95
2017,0.95,0.171350786864414,0.608729355773603,0.440538464462541,0.95,0.05,0.668049192716863,0.572833743602491,0.536092150170648,0.95
2018,0.05,0.102591594449694,0.582511801594905,0.448470465177796,0.95,0.0642857142857147,0.691190484752158,0.527427021711571,0.695819112627986,0.95
2019,0.299080396541105,0.120188960410687,0.546007461424951,0.526692363224722,0.86,0.178571428571429,0.714757336302249,0.495948986121603,0.79641638225256,0.95
2020,0.569144299691674,0.136993952936799,0.472711737303859,0.323789623580023,0.77,0.289285714285715,0.73293665581554,0.792756553476038,0.541467576791808,0.866696828560626
2021,0.05,0.121153741812846,0.425331947224818,0.1806461409252,0.71,0.396428571428572,0.710156361664631,0.48061506342148,0.804863481228669,0.729705678901594
2022,0.452432248962051,0.208841004302772,0.456667668419699,0.535915304629674,0.65,0.501,0.705921096175211,0.46876397012898,0.668174061433447,0.61794719576301
2023,0.217928289155534,0.118214898906827,0.644467315125773,0.663539791722193,0.59,0.616517857142858,0.70609106568024,0.478372723969147,0.740358361774744,0.95
2014,0.407567649650437,0.596210887278533,0.05,0.371785257919456,0.74,0.05,0.260597989681145,0.495252961659737,0.830204778156996,0.275856580304877
2015,0.95,0.61107046199124,0.0525484095768449,0.470884171935936,0.65,0.167857142857143,0.260597989681145,0.469568963183989,0.931569965870306,0.05
2016,0.260634168140811,0.627656432706554,0.05,0.272009067187673,0.56,0.282142857142857,0.281263600409977,0.543555458456992,0.429540709812109,0.05
2017,0.386608426415989,0.657747076781918,0.05,0.409612095536853,0.501,0.392857142857143,0.290719566215209,0.479162183854689,0.776450511945392,0.05
2018,0.430000062471642,0.619149783796828,0.326810306430954,0.526333490143526,0.4,0.501,0.315654487264894,0.499006137968436,0.95,0.559199108555243
2019,0.597102174351896,0.624994908744539,0.261086553453011,0.611744574478678,0.3,0.616517857142858,0.315671649121863,0.488020671133661,0.920819112627986,0.204417113853593
2020,0.542997333279423,0.650149771879863,0.681004892051901,0.417340257116007,0.2,0.729017857142857,0.329291861278853,0.484573406584261,0.67815699658703,0.487516973914252
2021,0.597536927519251,0.660618536873479,0.684003725414282,0.585481084122989,0.15,0.841517857142857,0.349998651131769,0.4908338189731,0.501,0.95
2022,0.842808960365715,0.648024157542092,0.687312760378267,0.916684618356165,0.05,0.95,0.410264664726467,0.644159951859954,0.54377133105802,0.95
2023,0.542118509172365,0.635223235928342,0.824601132256328,0.95,0.05,0.95,0.39425782207499,0.568044848566332,0.918515358361775,0.95
2014,0.407567649650437,0.375474351415659,0.755903706342198,0.95,0.74,0.05,0.395402378777296,0.494301511252668,0.366597077244259,0.275856580304877
2015,0.95,0.146815683717916,0.846158525502649,0.95,0.65,0.167857142857143,0.395402378777296,0.485058788828838,0.28768267223382,0.194183993107242
2016,0.95,0.378392448813083,0.79126243133813,0.811311796483894,0.56,0.282142857142857,0.400298767475764,0.470586323687354,0.714249146757679,0.271290630080151
2017,0.05,0.528205474235432,0.95,0.95,0.501,0.392857142857143,0.414806255248448,0.480534354933834,0.807167235494881,0.462809130722663
2018,0.375045242277563,0.581137326145452,0.95,0.95,0.4,0.501,0.404309238164759,0.64399559997465,0.857081911262798,0.591364715866128
2019,0.95,0.627924957194131,0.95,0.875912870530411,0.3,0.616517857142858,0.436857425746963,0.49885301065081,0.95,0.66217930074482
2020,0.05,0.324795341565693,0.95,0.95,0.2,0.729017857142857,0.491533954028614,0.497680286993982,0.95,0.812415945759812
2021,0.24169648841747,0.237246870748015,0.95,0.915147821159829,0.15,0.841517857142857,0.523282955496743,0.497559978757842,0.827133105802047,0.644833345946784
2022,0.243105131392408,0.537347150123883,0.95,0.863724385154692,0.05,0.95,0.546711567327757,0.498648644743101,0.71962457337884,0.788523574098025
2023,0.455218096099057,0.44898530880901,0.95,0.95,0.05,0.95,0.57432298542496,0.560126178123175,0.661262798634812,0.95
